business_name,website,city,country,email,phone,instagram,linkedin_company_url,linkedin_person_url,linkedin_source,decision_maker_name,decision_maker_title,decision_maker_email,decision_maker_phone,decision_source_url,decision_source_type,decision_confidence,score,notes,google_maps_url,quality_recommendation,quality_grade,market_role,quality_reason,lat,lon
High School Exchange,https://icxchange.de,,DE,,1998-2026; 16-182612; 0441 92398; 441 92398; 01.03.2025; 26.04.2025; 15.10.2025; 21.11.2025; 23.11.2025; 12.02.2026,,,,,,,,,,,,14,"google_search_title: High School Exchange - Schüleraustausch | description: High School ENGLAND mit Start in LONDON! Schüleraustausch High School England. Du möchtest für ein, zwei Trimester oder für ein halbes Schuljahr nach England? | query: ""Sprachreisen"" Schüler England Anbieter || ""Schüleraustausch"" England Agentur || ""Jugendreisen"" Sprachreise England | rank: 8",,Keep,B,Outbound youth education / study travel source-market lead,Search result matched targeted source-market terms: schüleraustausch.,51.1657,10.4515
Jugendsprachreisen,https://www.ef.de/pg/jugendsprachreisen,,DE,,021168857000; +021168857000,,,,,,,,,,,,14,"google_search_title: Jugendsprachreisen | Sprachreisen für Jugendliche | description: Vom vibranten London bis hin zum künsterlichen Bristol und der modernen Küstenstadt Brighton - wir haben Jugendreisen nach England für jedes Alter und Interesse ... | query: ""Sprachreisen"" Schüler England Anbieter || ""Schüleraustausch"" England Agentur || ""Jugendreisen"" Sprachreise England | rank: 6",,Keep,B,Outbound youth education / study travel source-market lead,Search result matched targeted source-market terms: sprachreisen.,51.1657,10.4515
Schüleraustausch & Auslandsjahr,https://www.give-highschool.de,,DE,,+496221389350; 06221389350,https://www.instagram.com/givehighschool,,,,,,,,,,,14,"google_search_title: Schüleraustausch & Auslandsjahr | GIVE High School | description: Dein Schüleraustausch mit GIVE: Erlebe ein unvergessliches Auslandsjahr » High School Aufenthalt und Inforveranstaltungen - Sichere jetzt deinen Platz ? | query: ""Sprachreisen"" Schüler England Anbieter || ""Schüleraustausch"" England Agentur || ""Jugendreisen"" Sprachreise England | rank: 10",,Keep,B,Outbound youth education / study travel source-market lead,Search result matched targeted source-market terms: schüleraustausch.,51.1657,10.4515
Voyage scolaire Angleterre,https://www.verdieopenclass.com/sejours/pays/angleterre.html,,FR,,05 65 77 10; +33800108008,http://www.instagram.com/verdieopenclass,,,,,,,,,,,14,"google_search_title: Voyage scolaire Angleterre | description: Voyages scolaires en Angleterre à Brighton, Londres, Liverpool, Oxford, Portsmouth… Devis gratuit auprès de nos conseillers. | query: ""séjours linguistiques"" angleterre jeunes organisme || ""voyages scolaires"" angleterre agence || ""colonie"" anglais étranger adolescents | rank: 6",,Keep,B,Outbound youth education / study travel source-market lead,Search result matched targeted source-market terms: voyages scolaires.,46.2276,2.2137
Voyage scolaire à l'étranger : Londres,https://www.sejours-educatifs.org/vv/voyage-scolaire/sejour-scolaire-angleterre-londres-33582,,FR,,000033338774,,,,,,,,,,,,14,"google_search_title: Voyage scolaire à l'étranger : Londres | description: L'Angleterre multifacette Angleterre. Oxford Angleterre ... Voyages scolaires à l'étranger Voyages scolaires éducatifs Conditions particulières à l'étranger. | query: ""séjours linguistiques"" angleterre jeunes organisme || ""voyages scolaires"" angleterre agence || ""colonie"" anglais étranger adolescents | rank: 7",,Keep,B,Outbound youth education / study travel source-market lead,Search result matched targeted source-market terms: voyages scolaires.,46.2276,2.2137
"Didemo Pelaku Pariwisata, Dedi Mulyadi Tetap Larang ...",https://mediaindonesia.com/jabar/berita/793799/didemo-pelaku-pariwisata-dedi-mulyadi-tetap-larang-study-tour-pelajar,,ID,,+0215821303; +0215820476,https://www.instagram.com/mediaindonesia,,,,,,,,,,,14,"google_search_title: Didemo Pelaku Pariwisata, Dedi Mulyadi Tetap Larang ... | description: Didemo Pelaku Pariwisata, Dedi Mulyadi Tetap Larang Study Tour Pelajar Study tour pelajar ke Candi Prambanan, Yogyakarta. Gubernur Jawa ... | query: ""konsultan studi Inggris"" siswa || ""summer camp bahasa Inggris"" luar negeri || ""study tour pelajar"" luar negeri | rank: 7",,Keep,B,Outbound youth education / study travel source-market lead,Search result matched targeted source-market terms: study tour.,-0.7893,113.9213
Summer camp 2026,https://www.ef.com/wwen/pg/summer-camp,,IN,,0041434304150; +0041434304150; 005072146000; 00971523294807; 02073418777; +005072146000; +00971523294807,,,,,,,,,,,,14,"google_search_title: Summer camp 2026 | International language camps | description: Go on a summer camp abroad with EF ⛺️☀️! Our summer camps include language classes in the mornings and all kinds of sports and cultural activities in the ...Read more | query: ""UK study abroad consultant"" students India || ""school educational tour"" operator India || ""summer camp abroad"" students India | rank: 3",,Keep,B,Outbound youth education / study travel source-market lead,Search result matched targeted source-market terms: summer camp.,20.5937,78.9629
EG-UKイギリス留学センター,https://www.eg-uk.com,,JP,,2018.12.14; 2024.06.17; 2025.12.24; 2025.12.10; +44-1273-771545; 2234 4190,https://www.instagram.com/eg.uk.ltd,,,,,,,,,,,14,"google_search_title: EG-UKイギリス留学センター | description: 現地日本人エージェントが幅広くあなたのイギリス留学をバックアップします！ ... 中学生・高校生 · 大学生 · 社会人・シニア · ブログ · 資料請求 · お問い合わせ · お ... | query: ""イギリス留学"" エージェント 中学生 || ""短期留学"" イギリス 高校生 || ""海外サマーキャンプ"" 英語 | rank: 3",,Keep,B,Outbound youth education / study travel source-market lead,Search result matched targeted source-market terms: 留学.,36.2048,138.2529
Kens Academic ケンズ・アカデミック,https://kensacademic.com,,JP,,2026.04.25; 2026.04.17; 2026.04.10; 2026.03.27,https://www.instagram.com/kensacademic,,,,,,,,,,,14,"google_search_title: Kens Academic ケンズ・アカデミック | 小中高校生のイギリス ... | description: 個別カウンセリング、学校選びから滞在中・留学後の進路サポートまで。お子様のイギリス留学をサポートするために、私たちはご家族に寄り添い、一貫したサポートを提供し ... | query: ""イギリス留学"" エージェント 中学生 || ""短期留学"" イギリス 高校生 || ""海外サマーキャンプ"" 英語 | rank: 4",,Keep,B,Outbound youth education / study travel source-market lead,Search result matched targeted source-market terms: 留学.,36.2048,138.2529
イギリスの中学・高校教育制度｜中学生のための正規留学,https://www.iss-ryugakulife.com/junior/academy/uk,,JP,,0120981588,https://www.instagram.com/ryugakulife,,,,,,,,,,,14,"google_search_title: イギリスの中学・高校教育制度｜中学生のための正規留学 | description: 高校生になってからイギリス留学を考えた場合は、GCE-Aレベルからスタートする ... ISS留学ライフ｜Z会グループの留学エージェント／10万人以上のサポート実績 ... | query: ""イギリス留学"" エージェント 中学生 || ""短期留学"" イギリス 高校生 || ""海外サマーキャンプ"" 英語 | rank: 7",,Keep,B,Outbound youth education / study travel source-market lead,Search result matched targeted source-market terms: 留学.,36.2048,138.2529
Sprachreisen England Jugendreisen 2026,https://juvigo.de/feriencamps/sprachreisen-england-jugendreisen,,DE,,,,,,,,,,,,,,13,"google_search_title: Sprachreisen England Jugendreisen 2026 | description: Sprachreisen England Jugendreisen bieten Jugendlichen eine Kombination aus intensivem Englischunterricht und kulturellen Aktivitäten. | query: ""Sprachreisen"" Schüler England Anbieter || ""Schüleraustausch"" England Agentur || ""Jugendreisen"" Sprachreise England | rank: 5",,Keep,B,Outbound youth education / study travel source-market lead,Search result matched targeted source-market terms: sprachreisen.,51.1657,10.4515
Séjours linguistiques Angleterre ado 2026,https://juvigo.fr/colos/sejours-linguistiques-ado-angleterre,,FR,,,,,,,,,,,,,,13,"google_search_title: Séjours linguistiques Angleterre ado 2026 - Juvigo | description: La durée des séjours linguistiques Angleterre ado varie généralement entre une à deux semaines, en fonction des programmes et des préférences familiales. | query: ""séjours linguistiques"" angleterre jeunes organisme || ""voyages scolaires"" angleterre agence || ""colonie"" anglais étranger adolescents | rank: 10",,Keep,B,Outbound youth education / study travel source-market lead,Search result matched targeted source-market terms: séjours linguistiques.,46.2276,2.2137
Séjours linguistiques en campus international et famille d' ...,https://www.telligo.fr/colonies-de-vacances-linguistiques-anglais,,FR,,,,,,,,,,,,,,13,"google_search_title: Séjours linguistiques en campus international et famille d' ... | description: Teignmouth, campus international dès 11 ans. Cette colonie de vacances linguistique est située dans la petite station balnéaire Teignmouth. Votre enfant sera ... | query: ""séjours linguistiques"" angleterre jeunes organisme || ""voyages scolaires"" angleterre agence || ""colonie"" anglais étranger adolescents | rank: 10",,Keep,B,Outbound youth education / study travel source-market lead,Search result matched targeted source-market terms: séjours linguistiques.,46.2276,2.2137
中学生のイギリス留学。長期のボーディングスクールと短期 ...,https://schoolwith.me/columns/33522,,JP,,,,,,,,,,,,,,13,"google_search_title: 中学生のイギリス留学。長期のボーディングスクールと短期 ... | description: LINEを登録し、ご相談にお進み ... | query: ""イギリス留学"" エージェント 中学生 || ""短期留学"" イギリス 高校生 || ""海外サマーキャンプ"" 英語 | rank: 8",,Keep,B,Outbound youth education / study travel source-market lead,Search result matched targeted source-market terms: 留学.,36.2048,138.2529
小学生 中学生 高校生のイギリス留学エージェント｜Watanabe ...,https://woffice.jp,,JP,,,,,,,,,,,,,,13,"google_search_title: 小学生 中学生 高校生のイギリス留学エージェント｜Watanabe ... | description: イギリス留学に関する膨大な知識と経験を持つ渡邊オフィスだけ！ 長い留学生活の中で起こるあらゆる不安と悩みにも常に寄り添います。 Read more. | query: ""イギリス留学"" エージェント 中学生 || ""短期留学"" イギリス 高校生 || ""海外サマーキャンプ"" 英語 | rank: 1",,Keep,B,Outbound youth education / study travel source-market lead,Search result matched targeted source-market terms: 留学.,36.2048,138.2529
海外サマーキャンプ｜小学生〜高校生向け夏休みプログラム,https://www.wintechjapan.com/purpose/junior-study-abroad-dot-net/camp,,JP,,,,,,,,,,,,,,13,"google_search_title: 海外サマーキャンプ｜小学生〜高校生向け夏休みプログラム | description: 海外サマーキャンプを英語レッスン＋アクティビティプランを国別で紹介。初めての小学生〜高校生でも安心のサポート体制。 | query: ""イギリス留学"" エージェント 中学生 || ""短期留学"" イギリス 高校生 || ""海外サマーキャンプ"" 英語 | rank: 2",,Keep,B,Outbound youth education / study travel source-market lead,Search result matched targeted source-market terms: 海外サマーキャンプ.,36.2048,138.2529
添乗員同行〕2025年夏！JAL直行便で行く 海外サマーキャンプ,https://www.jal.co.jp/jp/ja/intltour/study-abroad/summer,,JP,,,,,,,,,,,,,,13,"google_search_title: 添乗員同行〕2025年夏！JAL直行便で行く 海外サマーキャンプ | description: 国際感覚と英語力の向上各国の参加者と一緒に英語を学ぶことで、国際感覚が養われます。 ... 海外サマーキャンプは、大学の施設やキャンパス、語学学校を利用しながら語学 ... | query: ""イギリス留学"" エージェント 中学生 || ""短期留学"" イギリス 高校生 || ""海外サマーキャンプ"" 英語 | rank: 3",,Keep,B,Outbound youth education / study travel source-market lead,Search result matched targeted source-market terms: 海外サマーキャンプ.,36.2048,138.2529
International House London,https://www.sauk.co.kr/schools/1,,KR,,,,,,,,,,,,,,13,"google_search_title: International House London - 영국 어학연수 학교 | description: 전체 학생 수 350명; 클래스당 학생 수 14명; 수업종류 일반영어, IELTS ... 영국어학연수 준비부터 귀국까지! 한국 & 영국에서 함께하는 멀티서포트. 뉴스레터 ... | query: ""영국 어학연수"" 유학원 학생 || ""청소년 해외 영어 캠프"" || ""해외 교육 여행"" 학생 | rank: 7",,Keep,B,Outbound youth education / study travel source-market lead,Search result matched targeted source-market terms: 어학연수.,35.9078,127.7669
어학연수학교검색,https://www.ukcentre.co.kr/uk-language-school,,KR,,,,,,,,,,,,,,13,"google_search_title: 어학연수학교검색 - 영국유학센터 | description: 영국어학연수 검색된 학교 82개 · ELC 체스터 ELC Chester · ES 런던 ES London · IH 런던 International House (IH) London · IPC 엑시터 IPC Exeter · 뉴 컬리지 그룹 리버풀 ... | query: ""영국 어학연수"" 유학원 학생 || ""청소년 해외 영어 캠프"" || ""해외 교육 여행"" 학생 | rank: 2",,Keep,B,Outbound youth education / study travel source-market lead,Search result matched targeted source-market terms: 어학연수.,35.9078,127.7669
영국 어학연수 수속 절차 안내,https://www.ukuhak.com/school-map/process_els,,KR,,,,,,,,,,,,,,13,"google_search_title: 영국 어학연수 수속 절차 안내 | description: 영국 어학연수 수속 절차 안내 · Step 1 – 1:1 맞춤 컨설팅 · Step 2. 학교 및 과정 결정 및 수속 보증금 납부 · Step 3. 학교 서류 전달 · Step 4. 학비 및 숙소비 납부 · Step ... | query: ""영국 어학연수"" 유학원 학생 || ""청소년 해외 영어 캠프"" || ""해외 교육 여행"" 학생 | rank: 9",,Keep,B,Outbound youth education / study travel source-market lead,Search result matched targeted source-market terms: 어학연수.,35.9078,127.7669
영국어학 ...,https://www.myukuni.com/language,,KR,,,,,,,,,,,,,,13,"google_search_title: 영국어학 ... - 부산 영국유학전문 MY UK UNI (마이유케이유니) | description: ​[Language Course 영국 어학연수] ... 영국 비자법상 영국에서 어학연수는 일반적으로 최대 11개월까지 가능합니다.아래는 영국유학전문 MY UK UNI (마이 유케이 유니) 에서 ... | query: ""영국 어학연수"" 유학원 학생 || ""청소년 해외 영어 캠프"" || ""해외 교육 여행"" 학생 | rank: 5",,Keep,B,Outbound youth education / study travel source-market lead,Search result matched targeted source-market terms: 어학연수.,35.9078,127.7669
Campamento de verano en un Internado en Inglaterra. 8 a ...,https://www.cursoenelextranjero.com/cursos-para-jovenes/cursos-de-verano/cursos-ingles-jovenes/inglaterra/campamento-de-verano-en-un-internado-en-inglaterra-8-a-17-anos,,MX,,,,,,,,,,,,,,13,"google_search_title: Campamento de verano en un Internado en Inglaterra. 8 a ... | description: Descubre todos nuestros programas en el extranjero. CURSOS Y CAMPAMENTOS DE VERANO · Campamentos con curso de INGLÉS · Campamentos con curso de FRANCÉS ... | query: ""cursos de inglés en el extranjero"" jóvenes México || ""campamentos de verano"" Reino Unido jóvenes || ""viajes educativos"" Reino Unido estudiantes | rank: 6",,Keep,B,Outbound youth education / study travel source-market lead,Search result matched targeted source-market terms: campamentos de verano.,23.6345,-102.5528
Campamentos de actividades para toda la familia en ...,https://where-what.com/cursos/idiomas-para-toda-la-familia/ingles-para-familias/campamento-familiar,,MX,,,,,,,,,,,,,,13,"google_search_title: Campamentos de actividades para toda la familia en ... | description: Curso de verano para jóvenes. Cursos de verano en el extranjero para jóvenes · Young Adults de 16 a 22 años · Campamentos de verano en inglés. Curso en el ... | query: ""cursos de inglés en el extranjero"" jóvenes México || ""campamentos de verano"" Reino Unido jóvenes || ""viajes educativos"" Reino Unido estudiantes | rank: 9",,Keep,B,Outbound youth education / study travel source-market lead,Search result matched targeted source-market terms: campamentos de verano.,23.6345,-102.5528
Campamentos de verano en Inglaterra,https://mundojoven.com/estudios/campamentos/campamentos-de-verano-en-inglaterra,,MX,,,,,,,,,,,,,,13,"google_search_title: Campamentos de verano en Inglaterra | description: ¿Cuáles son los mejores campamentos de verano en Inglaterra para adolescentes? · Kings Camps: Ofrece una amplia gama de actividades, desde deportes hasta arte y ... | query: ""cursos de inglés en el extranjero"" jóvenes México || ""campamentos de verano"" Reino Unido jóvenes || ""viajes educativos"" Reino Unido estudiantes | rank: 1",,Keep,B,Outbound youth education / study travel source-market lead,Search result matched targeted source-market terms: campamentos de verano.,23.6345,-102.5528
Campamentos de verano en Inglaterra,https://www.ef.com.mx/pg/campamentos-verano/inglaterra,,MX,,,,,,,,,,,,,,13,"google_search_title: Campamentos de verano en Inglaterra | description: Disponibles para niños y jóvenes. Con tanta variedad, es imposible tener un precio fijo para tus campamentos de verano en Inglaterra. No es lo mismo quedarte 2 ... | query: ""cursos de inglés en el extranjero"" jóvenes México || ""campamentos de verano"" Reino Unido jóvenes || ""viajes educativos"" Reino Unido estudiantes | rank: 2",,Keep,B,Outbound youth education / study travel source-market lead,Search result matched targeted source-market terms: campamentos de verano.,23.6345,-102.5528
Campamentos de verano en Inglaterra,https://www.alpadia.com/es/campamentos-idiomas/ingles/inglaterra,,MX,,,,,,,,,,,,,,13,"google_search_title: Campamentos de verano en Inglaterra | description: Únete a nuestros campamentos de inglés en el Reino Unido, ideales para jóvenes de entre 10 y 17 años ... Campamentos de verano para juniors y adolescentes (de 8 a ... | query: ""cursos de inglés en el extranjero"" jóvenes México || ""campamentos de verano"" Reino Unido jóvenes || ""viajes educativos"" Reino Unido estudiantes | rank: 5",,Keep,B,Outbound youth education / study travel source-market lead,Search result matched targeted source-market terms: campamentos de verano.,23.6345,-102.5528
Campamentos de verano en Reino Unido,https://californiae-languageinstitute.com/campamentos-verano-reino-unido-ingles,,MX,,,,,,,,,,,,,,13,"google_search_title: Campamentos de verano en Reino Unido | Inglés + experiencia | description: Campamentos de verano en Reino Unido para jóvenes. Inglés, convivencia internacional y desarrollo personal en entornos seguros. | query: ""cursos de inglés en el extranjero"" jóvenes México || ""campamentos de verano"" Reino Unido jóvenes || ""viajes educativos"" Reino Unido estudiantes | rank: 8",,Keep,B,Outbound youth education / study travel source-market lead,Search result matched targeted source-market terms: campamentos de verano.,23.6345,-102.5528
Cursos de Inglés en el extranjero,https://www.esl-idiomas.com/es/cursos-idiomas/ingles,,MX,,,,,,,,,,,,,,13,"google_search_title: Cursos de Inglés en el extranjero | description: Cursos de inglés en el extranjero adaptados a tus preferencias, ¡con asistencia experta en cada paso del proceso! Encuentra el destino de tus sueños. Contacta ... | query: ""cursos de inglés en el extranjero"" jóvenes México || ""campamentos de verano"" Reino Unido jóvenes || ""viajes educativos"" Reino Unido estudiantes | rank: 7",,Keep,B,Outbound youth education / study travel source-market lead,Search result matched targeted source-market terms: cursos de inglés.,23.6345,-102.5528
Cursos de idiomas en el extranjero,https://language4you.com,,MX,,,,,,,,,,,,,,13,"google_search_title: Cursos de idiomas en el extranjero | Language4you | description: Cursos de inglés en el extranjero para grupos escolares. Los programas están dirigidos a estudiantes y profesores que quieren realizar una estancia en el ... | query: ""cursos de inglés en el extranjero"" jóvenes México || ""campamentos de verano"" Reino Unido jóvenes || ""viajes educativos"" Reino Unido estudiantes | rank: 8",,Keep,B,Outbound youth education / study travel source-market lead,Search result matched targeted source-market terms: cursos de inglés.,23.6345,-102.5528
